Gene	Chrom	Start	End	Strand	Introns	Expression	Functional	NotFunctional	Functional_Transcripts	NotFunctional_Transcripts	Shannon	Evenness	Hill_q0	Hill_q1	Hill_q2	Num_Isoforms	MatingTypeRegion
4689	scaffold_13	438626	439348	-	0	208	208	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_130123	scaffold_13	441963	444681	-	2	65	65	0	2	0	0.2712	0.3912	2	1.3115	1.1655	2	0
MicpuC2.EuGene.0000130221	scaffold_13	450057	450884	-	1	616	616	0	2	0	0.2696	0.3890	2	1.3095	1.1641	2	0
4692	scaffold_13	451349	452283	-	0	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4693	scaffold_13	457331	458331	-	0	24	24	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.13_#_33_#_4271805:1	scaffold_13	460218	460657	-	0	36	36	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4695	scaffold_13	463517	464369	-	0	48	48	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4696	scaffold_13	464900	465822	-	0	99	99	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_130200	scaffold_13	477558	479422	-	1	58	25	33	1	1	0.6836	0.9862	2	1.9810	1.9627	2	0
estExt_Genewise1.C_13_t10342	scaffold_13	480743	482281	-	0	620	620	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_13_t10338	scaffold_13	484853	487334	-	0	380	380	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4700	scaffold_13	488800	490545	-	0	1410	1410	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4701	scaffold_13	492174	492752	-	0	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4702	scaffold_13	496345	498601	-	0	16	16	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4703	scaffold_13	501365	503309	-	1	42	42	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pg.C_130096	scaffold_13	503429	506192	-	0	38	27	11	1	1	0.6017	0.8680	2	1.8252	1.6988	2	0
4705	scaffold_13	507782	508265	-	1	161	161	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4706	scaffold_13	512555	513960	-	0	1626	1626	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_130040	scaffold_13	519851	520821	-	1	1111	1111	0	3	0	1.0491	0.9549	3	2.8550	2.7512	3	0
4708	scaffold_13	520906	524366	-	6	32	32	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4709	scaffold_13	529410	530740	-	0	185	185	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.13_#_41_#_4271207:1	scaffold_13	539328	540640	-	3	1581	34	1547	1	5	1.0276	0.5735	6	2.7945	1.9524	6	0
MicpuC2.estExt_fgenesh1_pg.C_130156	scaffold_13	541805	544355	-	0	20	20	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_130158	scaffold_13	545378	548301	-	1	441	441	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4713	scaffold_13	557015	558231	-	0	64	64	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4714	scaffold_13	562887	563856	-	1	1769	1769	0	2	0	0.1016	0.1466	2	1.1069	1.0427	2	0
4715	scaffold_13	563920	565598	-	2	35	26	9	1	1	0.5700	0.8224	2	1.7684	1.6182	2	0
4716	scaffold_13	567283	569417	-	3	59	59	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4717	scaffold_13	570317	573036	-	4	36	5	31	1	3	1.2754	0.9200	4	3.5802	3.2727	4	0
4718	scaffold_13	575962	578791	-	1	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.13_#_44_#_4276565:1	scaffold_13	578887	580914	-	2	89	89	0	3	0	0.6322	0.5755	3	1.8818	1.5171	3	0
estExt_Genewise1Plus.C_13_t10429	scaffold_13	582522	584999	-	2	46	18	28	3	3	1.6619	0.9275	6	5.2691	4.7232	6	0
4721	scaffold_13	587597	590133	-	3	15	15	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4722	scaffold_13	592765	593315	-	1	35	35	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4723	scaffold_13	594377	594881	-	0	36	0	36	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh3_kg.13_#_31_#_isotig00575	scaffold_13	600982	601879	-	1	225	0	225	0	2	0.1536	0.2215	2	1.1660	1.0736	2	0
4725	scaffold_13	602952	604977	-	1	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4726	scaffold_13	618236	619721	-	2	145	145	0	4	0	0.9033	0.6516	4	2.4676	2.0815	4	0
4727	scaffold_13	620582	621958	-	0	10	0	10	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1.C_130324	scaffold_13	624845	625558	-	1	780	780	0	3	0	0.5414	0.4928	3	1.7184	1.4155	3	0
4729	scaffold_13	640271	641143	-	1	916	916	0	2	0	0.1692	0.2441	2	1.1843	1.0840	2	0
4730	scaffold_13	643572	644217	-	0	118	118	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4731	scaffold_13	649028	649795	-	0	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4732	scaffold_13	653852	656910	-	3	77	61	16	1	2	0.6113	0.5564	3	1.8428	1.5206	3	0
4733	scaffold_13	683841	684808	-	0	19	19	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4734	scaffold_13	686101	686615	-	0	46	0	46	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
4735	scaffold_13	688632	690140	-	2	8	8	0	2	0	0.6616	0.9544	2	1.9378	1.8824	2	0
4736	scaffold_13	693060	695299	-	1	54	15	39	3	3	1.6495	0.9206	6	5.2044	4.6286	6	0
MicpuC2.estExt_Genewise1Plus.C_130354	scaffold_13	708446	709968	-	2	13050	13050	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.est_orfs.13_5909_4274016:1	scaffold_13	710217	712657	-	3	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4739	scaffold_13	718988	721927	-	4	33	15	18	2	1	0.9526	0.8671	3	2.5925	2.3623	3	0
MicpuC2.EuGene.0000130364	scaffold_13	723548	725994	-	2	31	10	21	3	5	2.0592	0.9903	8	7.8399	7.6880	8	0
MicpuC2.estExt_Genewise1Plus.C_130360	scaffold_13	732431	734090	-	1	29	29	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4742	scaffold_13	736260	736867	-	0	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4743	scaffold_13	740122	741765	-	2	7	7	0	2	0	0.6829	0.9852	2	1.9796	1.9600	2	0
MicpuC2.EuGene.0000130379	scaffold_13	742761	744991	-	3	52	13	39	1	2	1.0397	0.9464	3	2.8284	2.6667	3	0
4745	scaffold_13	750789	753055	-	2	12	5	7	1	1	0.6792	0.9799	2	1.9723	1.9459	2	0
4746	scaffold_13	753122	755374	-	2	14	14	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000130385	scaffold_13	756173	757766	-	4	53	45	8	2	2	1.1122	0.8023	4	3.0412	2.6575	4	0
4748	scaffold_13	767191	769493	-	1	9	9	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4749	scaffold_13	769661	771571	-	0	138	138	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4750	scaffold_13	771808	772611	-	0	15	15	0	2	0	0.5004	0.7219	2	1.6494	1.4706	2	0
MicpuC2.PR_1300000029	scaffold_13	779646	782378	-	4	28	28	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4752	scaffold_13	782462	783663	-	0	34	34	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4753	scaffold_13	784992	785740	-	1	81	81	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000130405	scaffold_13	788659	790758	-	3	109	105	4	1	1	0.1573	0.2269	2	1.1703	1.0761	2	0
4755	scaffold_13	799010	800492	-	1	218	218	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4756	scaffold_13	802226	804049	-	3	29	29	0	2	0	0.5098	0.7355	2	1.6650	1.4885	2	0
4757	scaffold_13	806170	808252	-	3	133	133	0	2	0	0.1350	0.1948	2	1.1445	1.0620	2	0
4758	scaffold_13	813991	816332	-	2	40	22	18	3	2	1.4904	0.9261	5	4.4390	4.0201	5	0
MicpuC2.AZW_EuGene.0000130424	scaffold_13	816505	817405	-	1	1629	79	1550	1	1	0.1941	0.2800	2	1.2142	1.1017	2	0
4760	scaffold_13	819289	821171	-	4	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.13_#_61_#_4278559:1	scaffold_13	822414	823286	-	1	764	764	0	2	0	0.2486	0.3587	2	1.2822	1.1453	2	0
4762	scaffold_13	826830	827731	-	0	474	0	474	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
4763	scaffold_13	830728	832349	-	1	21	21	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4764	scaffold_13	833987	835500	-	2	7	7	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4765	scaffold_13	835525	837267	-	3	30	30	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.13_#_64_#_4277156:408	scaffold_13	837326	838765	-	3	245	245	0	3	0	0.3342	0.3042	3	1.3969	1.1891	3	0
4767	scaffold_13	840932	841667	-	1	17	17	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4768	scaffold_13	841706	844539	-	2	25	25	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4769	scaffold_13	848779	850997	-	2	245	245	0	2	0	0.3554	0.5127	2	1.4267	1.2538	2	0
MicpuC2.EuGene.0000130445	scaffold_13	853639	855611	-	1	83	83	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4771	scaffold_13	858901	860013	-	1	20	8	12	2	1	0.9376	0.8535	3	2.5539	2.2472	3	0
4772	scaffold_13	863579	864515	-	1	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4773	scaffold_13	867296	868871	-	1	168	168	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4774	scaffold_13	880600	882167	-	1	335	335	0	2	0	0.4465	0.6442	2	1.5629	1.3783	2	0
4775	scaffold_13	884674	886883	-	2	179	167	12	1	2	0.2914	0.2653	3	1.3384	1.1458	3	0
4776	scaffold_14	1333	2683	-	1	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4777	scaffold_14	11298	12272	-	1	594	594	0	3	0	0.2878	0.2620	3	1.3335	1.1462	3	0
4778	scaffold_14	15095	16009	-	0	218	218	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4779	scaffold_14	18952	19885	-	0	29	29	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.est_orfs.14_2639_4271803:1	scaffold_14	21691	23139	-	2	22	22	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4781	scaffold_14	30407	32579	-	0	170	22	148	2	4	1.5254	0.8514	6	4.5971	3.8016	6	0
4782	scaffold_14	41480	44455	-	5	63	3	60	1	5	1.5286	0.8531	6	4.6115	3.7059	6	0
4783	scaffold_14	45491	47511	-	2	8	8	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4784	scaffold_14	52744	54209	-	2	6	3	3	1	1	0.6931	1.0000	2	2.0000	2.0000	2	0
4785	scaffold_14	71923	72736	-	0	7	0	7	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
4786	scaffold_14	73280	75270	-	3	193	173	20	2	2	0.5199	0.3750	4	1.6818	1.3210	4	0
4787	scaffold_14	75527	77908	-	0	39	0	39	0	3	0.6496	0.5913	3	1.9148	1.5317	3	0
4788	scaffold_14	78476	79888	-	1	9	9	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4789	scaffold_14	84825	86966	-	3	528	528	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_140019	scaffold_14	89972	93273	-	3	60	60	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000140039	scaffold_14	99633	101342	-	0	282	282	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4792	scaffold_14	106027	106918	-	0	35	9	26	1	1	0.5700	0.8224	2	1.7684	1.6182	2	0
4793	scaffold_14	110072	112013	-	2	151	16	135	2	2	0.8455	0.6099	4	2.3292	1.8372	4	0
MicpuC2.EuGene.0000140046	scaffold_14	115497	117196	-	2	17	17	0	3	0	1.0734	0.9770	3	2.9253	2.8614	3	0
MicpuC2.estExt_fgenesh1_pg.C_140034	scaffold_14	133317	135341	-	1	261	261	0	3	0	0.7286	0.6632	3	2.0723	1.8749	3	0
fgenesh2_kg.14_#_11_#_4271926:1	scaffold_14	137281	138025	-	0	262	262	0	2	0	0.4929	0.7111	2	1.6371	1.4567	2	0
4797	scaffold_14	142368	144210	-	2	123	123	0	2	0	0.3374	0.4868	2	1.4013	1.2331	2	0
4798	scaffold_14	149682	151773	-	4	71	30	41	3	2	1.1626	0.7224	5	3.1982	2.5998	5	0
4799	scaffold_14	152588	154443	-	2	171	164	7	1	1	0.1709	0.2466	2	1.1864	1.0852	2	0
4800	scaffold_14	157934	160184	-	3	59	59	0	2	0	0.3969	0.5726	2	1.4872	1.3062	2	0
MicpuC2.estExt_fgenesh1_pg.C_140043	scaffold_14	162137	164734	-	2	47	42	5	2	1	0.5688	0.5178	3	1.7662	1.4206	3	0
4802	scaffold_14	169855	172440	-	2	49	28	21	2	1	1.0042	0.9141	3	2.7298	2.5789	3	0
4803	scaffold_14	180149	182097	-	1	194	169	25	2	1	0.9509	0.8655	3	2.5880	2.3368	3	0
4804	scaffold_14	182198	183607	-	1	30	7	23	1	2	0.9833	0.8950	3	2.6733	2.4064	3	0
MicpuC2.est_orfs.14_2712_4269979:1	scaffold_14	240104	243092	-	2	105	96	9	3	2	0.9515	0.5912	5	2.5896	1.8895	5	0
estExt_Genemark1.C_140069	scaffold_14	245858	248916	-	0	97	7	90	1	7	1.9115	0.9192	8	6.7631	6.0121	8	0
4807	scaffold_14	253007	255264	-	3	120	115	5	1	1	0.1732	0.2499	2	1.1891	1.0868	2	0
MicpuC2.estExt_Genewise1Plus.C_140060	scaffold_14	256775	259805	-	2	405	405	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4809	scaffold_14	262053	262589	-	0	8	0	8	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_140063	scaffold_14	269039	270758	-	2	19	19	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4811	scaffold_14	275343	276351	-	1	7504	7504	0	3	0	0.4858	0.4422	3	1.6254	1.3757	3	0
MicpuC2.estExt_fgenesh1_kg.C_140001	scaffold_14	281340	282899	-	2	4697	4697	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4813	scaffold_14	292651	293255	-	1	343	343	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4814	scaffold_14	293644	294744	-	1	25	25	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4815	scaffold_14	294770	295989	-	2	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4816	scaffold_14	298428	300933	-	6	204	198	6	1	2	0.1531	0.1393	3	1.1654	1.0610	3	0
MicpuC2.estExt_fgenesh1_pg.C_140072	scaffold_14	303549	304612	-	0	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4818	scaffold_14	306557	308184	-	2	8	4	4	1	1	0.6931	1.0000	2	2.0000	2.0000	2	0
4819	scaffold_14	315214	315779	-	0	41	41	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4820	scaffold_14	319918	321022	-	2	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4821	scaffold_14	327919	330199	-	2	32	23	9	3	1	1.3604	0.9813	4	3.8976	3.8209	4	0
4822	scaffold_14	332955	335156	-	3	29	4	25	1	3	1.1328	0.8171	4	3.1044	2.4955	4	0
4823	scaffold_14	335183	337231	-	4	15	15	0	3	0	1.0606	0.9654	3	2.8881	2.7778	3	0
4824	scaffold_14	338608	340130	-	0	34	34	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.14_#_25_#_4271469:1	scaffold_14	348400	349219	-	1	335	304	31	1	1	0.3084	0.4449	2	1.3612	1.2018	2	0
4826	scaffold_14	350756	351854	-	1	22	22	0	2	0	0.6555	0.9457	2	1.9261	1.8615	2	0
4827	scaffold_14	355846	356419	-	0	341	341	0	2	0	0.3556	0.5130	2	1.4270	1.2540	2	0
MicpuC2.EuGene.0000140144	scaffold_14	359900	363491	-	4	57	3	54	1	4	1.4381	0.8936	5	4.2128	3.8541	5	0
4829	scaffold_14	363534	364293	-	0	19	0	19	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_140092	scaffold_14	364338	365226	-	0	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4831	scaffold_14	370649	371172	-	0	10	0	10	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
4832	scaffold_14	380958	382710	-	2	141	15	126	1	2	0.8528	0.7762	3	2.3461	1.9955	3	0
4833	scaffold_14	384222	386232	-	2	10	10	0	2	0	0.6109	0.8813	2	1.8420	1.7241	2	0
4834	scaffold_14	388295	391548	-	4	13	7	6	1	1	0.6902	0.9957	2	1.9941	1.9882	2	0
4835	scaffold_14	392939	395628	-	3	523	523	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4836	scaffold_14	401526	403485	-	2	6	3	3	1	1	0.6931	1.0000	2	2.0000	2.0000	2	0
4837	scaffold_14	408150	409297	-	1	32	32	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4838	scaffold_14	418379	419447	-	0	18	4	14	1	1	0.5297	0.7642	2	1.6984	1.5283	2	0
4839	scaffold_14	420888	421609	-	0	105	105	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4840	scaffold_14	426137	429374	-	2	9	4	5	1	1	0.6870	0.9911	2	1.9877	1.9756	2	0
4841	scaffold_14	429396	432833	-	8	23	18	5	1	1	0.5236	0.7554	2	1.6881	1.5158	2	0
4842	scaffold_14	445447	446530	-	0	107	18	89	1	1	0.4531	0.6536	2	1.5731	1.3886	2	0
4843	scaffold_14	446837	448496	-	1	337	337	0	2	0	0.1336	0.1928	2	1.1429	1.0611	2	0
estExt_Genewise1Plus.C_14_t10239	scaffold_14	462689	464948	-	2	21	12	9	2	1	1.0790	0.9821	3	2.9417	2.8824	3	0
MicpuC2.POU_EuGene.0000140198	scaffold_14	471411	473302	-	2	11	8	3	2	1	1.0901	0.9922	3	2.9745	2.9512	3	0
MicpuC2.estExt_fgenesh1_pg.C_140124	scaffold_14	474926	478030	-	3	146	32	114	1	2	1.0074	0.9170	3	2.7385	2.5107	3	0
4847	scaffold_14	478318	479641	-	0	33	6	27	1	2	1.0362	0.9432	3	2.8185	2.6889	3	0
MicpuC2.estExt_fgenesh1_pg.C_140127	scaffold_14	484331	486316	-	2	12	12	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4849	scaffold_14	486469	488203	-	0	35	11	24	2	2	1.3038	0.9405	4	3.6833	3.4703	4	0
4850	scaffold_14	493316	495335	-	2	75	75	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_140171	scaffold_14	496478	498564	-	2	20	12	8	3	1	1.3195	0.9519	4	3.7417	3.5088	4	0
estExt_fgenesh3_kg.C_140027	scaffold_14	508927	510875	-	0	46	46	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4853	scaffold_14	514277	515479	-	0	127	127	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4854	scaffold_14	515492	517129	-	2	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4855	scaffold_14	519265	521547	-	2	19	19	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4856	scaffold_14	534751	536411	-	0	71	71	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pg.C_140076	scaffold_14	537353	538443	-	0	478	478	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4858	scaffold_14	548113	549802	-	0	17	17	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4859	scaffold_14	549937	551134	-	0	29	29	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4860	scaffold_14	551278	552211	-	1	150	14	136	1	1	0.3102	0.4475	2	1.3637	1.2037	2	0
4861	scaffold_14	560512	562060	-	0	16	16	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4862	scaffold_14	566392	567140	-	1	239	233	6	1	1	0.1173	0.1692	2	1.1244	1.0515	2	0
estExt_Genewise1.C_14_t10341	scaffold_14	567251	569778	-	0	64	3	61	1	6	1.8445	0.9479	7	6.3250	5.8851	7	0
fgenesh2_kg.14_#_47_#_4270644:2	scaffold_14	574524	576400	-	2	1778	827	951	1	4	1.3249	0.8232	5	3.7618	3.1947	5	0
4865	scaffold_14	578832	581315	-	0	110	16	94	2	5	1.6709	0.8587	7	5.3172	4.0387	7	0
estExt_fgenesh2_kg.C_140048	scaffold_14	583449	584444	-	2	4920	4920	0	2	0	0.0614	0.0885	2	1.0633	1.0226	2	0
4867	scaffold_14	588444	589910	-	0	12	12	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_140219	scaffold_14	604165	609433	-	2	394	31	363	2	3	1.1722	0.7283	5	3.2290	2.6801	5	0
4870	scaffold_14	609443	610518	-	0	20	0	20	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pm.C_140030	scaffold_14	611543	612377	-	1	1367	1315	52	1	1	0.1617	0.2332	2	1.1755	1.0790	2	0
4872	scaffold_14	612403	613261	-	1	571	571	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4873	scaffold_14	613389	614123	-	2	2153	2153	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.est_orfs.14_2867_4269880:1	scaffold_14	615319	616872	-	0	214	214	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4875	scaffold_14	617192	618381	-	0	55	55	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4876	scaffold_14	622520	623966	-	0	54	54	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_140051	scaffold_14	624110	624988	-	2	1451	1433	18	2	1	0.1480	0.1347	3	1.1595	1.0585	3	0
estExt_fgenesh1_pm.C_140104	scaffold_14	631212	633825	-	1	140	140	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4879	scaffold_14	637043	638262	-	0	9	9	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4880	scaffold_14	640531	642076	-	0	21	21	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4881	scaffold_14	651483	651883	-	0	55	55	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4882	scaffold_14	666926	669030	-	2	33	28	5	1	1	0.4253	0.6136	2	1.5301	1.3461	2	0
4883	scaffold_14	670468	671378	-	0	476	476	0	2	0	0.4101	0.5917	2	1.5070	1.3243	2	0
4884	scaffold_14	672923	673766	-	0	52	52	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4885	scaffold_14	674723	675872	-	1	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4886	scaffold_14	685336	686864	-	2	391	391	0	4	0	0.6083	0.4388	4	1.8374	1.4570	4	0
MicpuC2.AZW_EuGene.0000140313	scaffold_14	690058	691949	-	2	46	21	25	1	1	0.6894	0.9945	2	1.9924	1.9850	2	0
4888	scaffold_14	697307	698498	-	1	91	91	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000140318	scaffold_14	701200	702235	-	1	20	20	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4890	scaffold_14	704346	706701	-	2	28	10	18	3	2	1.4823	0.9210	5	4.4029	3.9596	5	0
4891	scaffold_14	719018	720051	-	1	300	265	35	1	1	0.3602	0.5197	2	1.4337	1.2596	2	0
4892	scaffold_14	722762	723211	-	0	60	0	60	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_14_t10480	scaffold_14	728354	729685	-	2	2177	2177	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000140338	scaffold_14	730822	733014	-	4	330	306	24	3	1	0.4945	0.3567	4	1.6397	1.2926	4	0
4895	scaffold_14	734490	735723	-	2	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000140341	scaffold_14	736047	738375	-	4	19	19	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.14_#_64_#_4272403:1	scaffold_14	738556	741147	-	4	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4898	scaffold_14	748602	750735	-	1	12	12	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4899	scaffold_14	761659	763945	-	1	36	36	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4900	scaffold_14	768433	771044	-	2	8	8	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4901	scaffold_14	773045	775434	-	3	220	220	0	3	0	0.4060	0.3695	3	1.5007	1.2482	3	0
4902	scaffold_14	783750	786368	-	3	6	3	3	1	1	0.6931	1.0000	2	2.0000	2.0000	2	0
4903	scaffold_14	789837	791310	-	2	136	136	0	2	0	0.2028	0.2926	2	1.2249	1.1082	2	0
4904	scaffold_14	791328	791949	-	0	5	0	5	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
4905	scaffold_14	792724	795076	-	2	45	45	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4906	scaffold_14	796142	799248	-	6	12	6	6	1	1	0.6931	1.0000	2	2.0000	2.0000	2	0
MicpuC2.POU_est_orfs.14_2937_4272324:2	scaffold_14	811007	812823	-	3	12268	12268	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4908	scaffold_14	817106	818571	-	1	46	46	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_kg.C_140006	scaffold_14	820947	824663	-	4	41	6	35	2	4	1.4484	0.8084	6	4.2562	3.2515	6	0
4910	scaffold_14	829796	831718	-	1	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4911	scaffold_14	832199	833181	-	1	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
4912	scaffold_14	835566	837485	-	1	58	54	4	1	1	0.2510	0.3621	2	1.2853	1.1473	2	0
fgenesh2_kg.14_#_77_#_4275011:1	scaffold_14	837525	841830	-	5	719	719	0	3	0	0.8938	0.8136	3	2.4445	2.2239	3	0
4914	scaffold_14	846339	847775	-	1	9	9	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
